QID,Title,Sub Category,Category,CVE ID,Vendor Reference,CVSS Base,CVSS3 Base,Bugtraq ID,Modified,Published
10089,Allaire Macromedia ColdFusion Administration Script DoS Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0538,,5,'-,1314,06/05/2009 at 18:34:41 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10090,L-Soft ListServ Web Archive Buffer Overflow Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2000-0632,,7.5,'-,1490,06/12/2009 at 04:22:38 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10091,Network Associates PGP Keyserver Web Administration Interface Authentication Bypassing Vulnerability,Remote Discovery,CGI,CVE-2001-1252,,10,'-,3375,05/26/2009 at 20:07:27 (GMT-0300),10/09/2001 at 21:05:05 (GMT-0300)
10092,MailStudio 2000 Buffer Overflow Vulnerability,"Remote Discovery, Exploit Available",CGI,"CVE-2000-0526,CVE-2000-0527",,10,'-,1335,06/04/2009 at 00:29:04 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10093,Wordpress Simple Ads Manager Arbitrary File Upload Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2015-2825,Simple Ads Manager 2.6.96,7.5,'-,,05/25/2015 at 07:41:20 (GMT-0300),
10094,Allmanage Administrator Password Retrieval Vulnerability,Remote Discovery,CGI,CVE-2000-0435,,7.5,'-,1217,06/11/2009 at 04:58:10 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10095,CGI Script Plusmail Present,"Remote Discovery, Exploit Available",CGI,CVE-2000-0074,,7.5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
10096,Microsoft IIS 4.0/5.0 File Source Exposure Vulnerability (MS00-044),"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0630,MS00-044,5,'-,1488,08/21/2009 at 15:40:04 (GMT-0300),11/29/1999 at 20:00:00 (GMT-0300)
10097,Microsoft IIS iisadmpwd .htr Scripts Vulnerability,Remote Discovery,CGI,"CVE-1999-0407,CVE-2002-0421",,10,'-,4236,06/09/2009 at 03:13:01 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10098,PCCS MySQL Database Admin Tool Username/Password Exposure Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2000-0707,,7.5,'-,1557,06/12/2009 at 04:10:40 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10099,Netwin Netauth Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0782,,5,'-,1587,05/29/2009 at 21:01:58 (GMT-0300),08/16/2001 at 11:41:49 (GMT-0300)
10100,PHP Nuke Administrative Privileges Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0745,,7.5,'-,1592,04/09/2009 at 01:32:17 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10101,CGI Script Center Account Manager LITE/PRO Administrative Password Alteration Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0689,,7.5,'-,1604,05/28/2009 at 15:35:36 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10102,CGI Script Center Subscribe Me LITE Administrative Password Alteration Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0688,,7.5,'-,1607,05/28/2009 at 15:34:55 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10103,CGI Script Center Auction Weaver Directory Traversal Vulnerability,"Remote Discovery, Patch Available",CGI,"CVE-2000-0686,CVE-2000-0687",,10,'-,1630,06/04/2009 at 00:47:08 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10104,GWScripts News Publisher author.file Write Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-0720,,5,'-,1621,06/02/2009 at 01:13:56 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10105,WebDAV Directory Listings Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-0869,,5,'-,1656,06/02/2009 at 18:45:15 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10106,Nathan Purciful phpPhotoAlbum Directory Traversal Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-0872,,5,'-,1650,06/01/2009 at 22:10:00 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10107,YaBB Arbitrary File Read Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0853,,5,'-,1668,06/15/2009 at 15:46:40 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10108,IMP File Disclosure and Remote Command Execution Vulnerabilities,"Remote Discovery, Patch Available",CGI,CVE-2000-0911,,5,'-,1679,06/03/2009 at 03:42:01 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10109,Mailman 1.1 Writable Variable Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2000-0861,,7.2,'-,1667,06/15/2009 at 05:12:11 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10110,Sambar Server (BETA) Search CGI Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-0835,,5,'-,1684,06/03/2009 at 21:46:12 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10111,Talentsoft Web+ Source Code Disclosure Vulnerability,"Remote Discovery, Patch Available","CGI,",,,5,'-,1722,05/21/2009 at 01:20:06 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10112,Moreover.com Newsfeed cached_feed CGI Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0906,,5,'-,1762,04/09/2009 at 05:21:38 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10113,SCO Unixware,Remote Discovery,CGI,CVE-2000-0842,,5,'-,1663,06/15/2009 at 19:02:06 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10114,SCO UnixWare SCOhelp HTTP Server Format String Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-1014,,7.5,'-,1717,06/10/2009 at 05:04:49 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10115,Talensoft Web+ Internal IP Address Leakage Vulnerability,"Remote Discovery, Patch Available","CGI,",,,5,'-,1720,05/12/2009 at 06:30:34 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10116,Talentsoft Web+ Path Revealing Vulnerability,Remote Discovery,"CGI,",,,5,'-,,01/01/1999 at 05:00:00 (GMT-0300),
10117,Mail Form 2.0 XX-attach_file Vulnerability,Remote Discovery,CGI,CVE-2000-0877,,5,'-,1670,06/16/2009 at 19:39:51 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10118,Microsoft IIS Indexed Directory Disclosure Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-0951,,5,'-,1756,06/15/2009 at 21:16:07 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10119,PHPix Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0919,,5,'-,1773,06/03/2009 at 19:48:55 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10120,GNU Mailman Empty Password Blank Salt Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2001-1132,,7.5,'-,3295,06/18/2009 at 18:22:43 (GMT-0300),09/14/2001 at 20:21:27 (GMT-0300)
10121,CGI Script Center Auction Weaver File Disclosure Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2000-0811,,5,'-,1783,06/01/2009 at 22:11:25 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10122,Boa Webserver 0.94.2.x File Disclosure Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0920,,5,'-,1770,06/12/2009 at 20:18:29 (GMT-0300),10/09/2000 at 19:00:00 (GMT-0300)
10123,Oatmeal Studios Mail File Arbitrary File Disclosure Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-0977,,5,'-,1807,06/16/2009 at 15:11:14 (GMT-0300),10/10/2000 at 19:00:00 (GMT-0300)
10124,CSM Alibaba Web Server Piped Command Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-1999-0885,,3.6,'-,1485770,06/04/2009 at 21:41:38 (GMT-0300),07/17/2000 at 19:00:00 (GMT-0300)
10125,Alibaba Web Server Directory Listing Vulnerability,Remote Discovery,"CGI,",,,5,'-,,10/24/2000 at 09:52:01 (GMT-0300),
10126,Microsoft NT Site Server AdSamples Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-1999-1520,,5,'-,256,06/15/2009 at 15:47:55 (GMT-0300),05/10/1999 at 19:00:00 (GMT-0300)
10127,Trend Micro InterScan VirusWall smtpscan.dll Buffer Overflow Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2001-1573,,10,'-,2944,04/30/2009 at 00:25:08 (GMT-0300),10/12/2001 at 14:22:37 (GMT-0300)
10128,Deerfield Website Pro win-c-sample.exe Buffer Overflow  Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-1999-0178,,7.5,'-,2078,06/17/2009 at 06:25:35 (GMT-0300),10/25/2000 at 06:59:22 (GMT-0300)
10163,Merchant OrderForm v1.2 Order File Disclosure Vulnerability,Remote Discovery,"CGI,",,,5,'-,,10/31/2000 at 10:47:17 (GMT-0300),
10164,Seaside Enterprises EZMall 2000 Order File Disclosure Vulnerability,Remote Discovery,CGI,CVE-1999-0606,,5,'-,2266,06/16/2009 at 19:58:34 (GMT-0300),10/31/2000 at 11:00:50 (GMT-0300)
10165,PDGSoft's PDG Shopping Cart Order or Configuration File Disclosure Vulnerability,Remote Discovery,CGI,CVE-1999-0608,,5,'-,2315,06/01/2009 at 01:00:42 (GMT-0300),10/31/2000 at 11:07:17 (GMT-0300)
10166,QuikStore Configuration File Disclosure Vulnerability,Remote Discovery,CGI,CVE-1999-0607,,5,'-,1983,06/15/2009 at 19:34:24 (GMT-0300),10/31/2000 at 11:14:40 (GMT-0300)
10167,Mountain Network Systems Inc. Order and Configuration File Disclosure Vulnerability,Remote Discovery,CGI,CVE-1999-0610,,5,'-,,06/05/2009 at 18:13:22 (GMT-0300),10/31/2000 at 11:20:18 (GMT-0300)
10168,CGI-World Poll It Internal Variable Override Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2000-0590,,7.5,'-,1431,06/10/2009 at 06:13:50 (GMT-0300),07/03/2000 at 19:00:00 (GMT-0300)
10169,Perlshop CGI Script Remote Execution Vulnerability,Remote Discovery,CGI,CVE-1999-1374,,5,'-,,05/12/2009 at 06:50:08 (GMT-0300),01/01/1999 at 05:00:00 (GMT-0300)
10170,Flexform CGI script Present Vulnerability,Remote Discovery,"CGI,",,,5,'-,,11/02/2000 at 07:34:38 (GMT-0300),
10171,Mathew M. Wright download.cgi File Disclosure Vulnerability,Remote Discovery,CGI,CVE-1999-1377,,5,'-,,06/15/2009 at 19:21:25 (GMT-0300),11/02/2000 at 07:56:05 (GMT-0300)
10172,LWGate File Disclosure Vulnerability,"Remote Discovery, Patch Available","CGI,",,,5,'-,,11/02/2000 at 09:55:54 (GMT-0300),
10173,MachineInfo Script Information Disclosure,Remote Discovery,"CGI,",,,5,'-,,11/02/2000 at 13:54:27 (GMT-0300),
10174,EWS architext_query.pl Script Remote Execution Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-1999-0279,,7.5,'-,2248,04/10/2009 at 00:53:03 (GMT-0300),11/02/2000 at 13:58:24 (GMT-0300)
10175,.wwwacl File Accessible,Remote Discovery,"CGI,",,,5,'-,,11/02/2000 at 14:15:52 (GMT-0300),
10176,iisadmin Directory Present Vulnerability,Remote Discovery,"CGI,",,,4.3,'-,,11/02/2000 at 14:23:24 (GMT-0300),
10177,File .htaccess Accessible,"Remote Discovery, Exploit Available",CGI,CVE-2000-0234,,5,'-,1083,06/15/2009 at 19:07:36 (GMT-0300),11/02/2000 at 14:37:57 (GMT-0300)
10178,printenv Script,Remote Discovery,"CGI,",,,5,'-,,11/02/2000 at 14:46:04 (GMT-0300),
10179,Windows NT Security File Accessible,"Remote Discovery, Patch Available","CGI,",,,7.5,'-,,11/03/2000 at 07:45:45 (GMT-0300),
10180,Novell NetWare Web Server convert.bas File Disclosure Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-1999-0175,,5,'-,2025,06/15/2009 at 19:04:37 (GMT-0300),11/03/2000 at 10:05:53 (GMT-0300)
10210,"CGI imagemap, imagemap.cgi or imagemap.exe Present Vulnerability","Remote Discovery, Exploit Available",CGI,CVE-1999-0951,,10,'-,739,06/11/2009 at 05:52:31 (GMT-0300),12/01/2000 at 12:30:04 (GMT-0300)
10211,John Roberts anyform.cgi Remote Execution Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-1999-0066,,7.5,'-,719,06/17/2009 at 18:37:51 (GMT-0300),12/01/2000 at 13:26:36 (GMT-0300)
10212,Enterasys Network Dragon-Fire IDS Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-1999-0913,,10,'-,564,06/09/2014 at 19:43:16 (GMT-0300),12/06/2000 at 10:29:34 (GMT-0300)
10213,Sambar Server 4.1 Beta dumpenv.pl Absolute Path Revealed,Remote Discovery,CGI,CVE-1999-1178,,5,'-,,07/30/2009 at 16:55:05 (GMT-0300),12/07/2000 at 08:22:07 (GMT-0300)
10214,Suspicious Script file.pl,Remote Discovery,"CGI,",,,2.6,'-,,12/07/2000 at 08:52:08 (GMT-0300),
10215,Novell WebServer files.pl File Disclosure Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-1999-1081,,5,'-,2076,06/12/2009 at 19:37:39 (GMT-0300),12/07/2000 at 09:00:33 (GMT-0300)
10216,Password File or Unauthrized File is Accessible from Web server,Remote Discovery,"CGI,",,,6.4,'-,,12/07/2000 at 12:49:24 (GMT-0300),
10217,GNU Mailman Cross-Site Scripting Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2001-0884,,5.1,'-,3602,06/11/2009 at 21:55:10 (GMT-0300),11/30/2001 at 15:07:55 (GMT-0300)
10218,Matt Wright FormMail Remote Command Execution Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-1999-0172,,7.5,'-,2079,06/15/2009 at 00:58:11 (GMT-0300),12/08/2000 at 07:54:02 (GMT-0300)
10219,Allaire Spectra Admin Utility Accessible,Remote Discovery,CGI,CVE-2000-0862,,6.4,'-,,12/12/2000 at 12:32:25 (GMT-0300),
10220,Network Tool PHP-Nuke Add-on Meta-character Filtering Command Execution Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2001-0899,,7.5,'-,3552,05/27/2009 at 19:04:31 (GMT-0300),11/20/2001 at 00:11:52 (GMT-0300)
10221,phpGroupWare Remote Include File Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2001-0043,,10,'-,2069,06/09/2009 at 05:47:33 (GMT-0300),12/15/2000 at 08:11:03 (GMT-0300)
10222,Gallery PHP-Nuke Add-on Remote File Viewing Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2001-0900,,5,'-,3554,06/15/2009 at 21:11:43 (GMT-0300),11/19/2001 at 22:35:31 (GMT-0300)
10223,PHP Nuke File Copy and Delete Vulnerability,Remote Discovery,CGI,CVE-2001-0854,,5,'-,3510,05/29/2009 at 20:45:12 (GMT-0300),11/14/2001 at 21:48:47 (GMT-0300)
10224,Digex Looking Glass Perl Script Neighbor Information Gathering Vulnerability,Remote Discovery,"CGI,",,,5,'-,3448,05/11/2009 at 16:52:46 (GMT-0300),11/12/2001 at 22:02:40 (GMT-0300)
10225,Microsoft NT IIS 4 Remote Web-Based Administration Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-1999-1538,,2.1,'-,189,05/27/2009 at 01:24:57 (GMT-0300),
10226,FormHandler.cgi Reply Attachment Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-1999-1050,,5,'-,799798,06/03/2009 at 19:41:37 (GMT-0300),12/20/2000 at 12:11:00 (GMT-0300)
10227,Allaire JRun 2.3 File Disclosure Vulnerability,"Remote Discovery, Patch Available",CGI,"CVE-2000-1051, CVE-2000-1052",,5,'-,1833,05/11/2009 at 17:19:54 (GMT-0300),12/21/2000 at 11:07:35 (GMT-0300)
10228,Netscape Enterprise Server Web Publishing Vulnerability,Remote Discovery,CGI,CVE-2000-0237,,6.4,'-,1075,05/29/2009 at 20:18:27 (GMT-0300),12/21/2000 at 11:43:12 (GMT-0300)
10229,Entrust GetAccess File Disclosure Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2001-0853,,5,'-,3508,05/31/2009 at 23:01:40 (GMT-0300),11/07/2001 at 23:47:10 (GMT-0300)
10230,Viralator CGI Input Validation Remote Shell Command Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2001-0849,,7.5,'-,3495,05/27/2009 at 15:32:23 (GMT-0300),11/07/2001 at 18:15:57 (GMT-0300)
10231,Wordpress Simple Ads Manager Arbitrary sam-ajax-admin.php User Information Disclosure Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2015-2826,Simple Ads Manager 2.6.96,4.3,'-,,05/25/2015 at 07:41:21 (GMT-0300),
10232,eXtropia bbs_forum.cgi Remote Arbitrary Command Execution Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2001-0123,,5,'-,2177,06/15/2009 at 15:50:37 (GMT-0300),01/17/2001 at 13:28:48 (GMT-0300)
10233,Form Totaller Arbitrary File Disclosure Vulnerability,Remote Discovery,"CGI,",,,5,'-,,01/22/2001 at 09:04:40 (GMT-0300),
10234,Feartech Ftp.pl FTP Directory Listing Vulnerability,Remote Discovery,"CGI,",,,5,'-,,01/22/2001 at 12:09:09 (GMT-0300),
10235,Shadow's CGI File Disclosure Vulnerabilities,Remote Discovery,"CGI,",,,7.5,'-,,01/22/2001 at 14:42:37 (GMT-0300),
10236,BigBrother BBD Utility Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2000-0450,,7.5,'-,1257,06/18/2009 at 00:54:41 (GMT-0300),01/29/2001 at 14:41:22 (GMT-0300)
10237,CGI Script Center Auction Weaver Remote Command Execution Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2000-0690,,10,'-,1645,06/04/2009 at 00:51:34 (GMT-0300),01/29/2001 at 15:11:05 (GMT-0300)
10473,Agora.CGI Debug Mode Path Disclosure Vulnerability,"Remote Discovery, Exploit Available",CGI,CVE-2002-0215,,5,'-,3976,06/01/2009 at 04:36:24 (GMT-0300),01/31/2002 at 15:02:17 (GMT-0300)
10474,Agora.CGI Cross-Site Scripting Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2001-1199,,7.5,'-,3702,01/01/1999 at 05:00:00 (GMT-0300),01/31/2002 at 15:37:40 (GMT-0300)
10475,FormMail Real Name/Email Address CGI Variable Spamming Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2002-1771,,5,'-,3955,06/02/2009 at 19:59:36 (GMT-0300),01/31/2002 at 18:28:55 (GMT-0300)
10476,FormMail HTTP_Referer Spoofing Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2002-2109,,7.5,'-,3954,07/30/2009 at 16:33:42 (GMT-0300),01/31/2002 at 20:42:28 (GMT-0300)
10477,Xoops Remote SQL Injection Vulnerability,Remote Discovery,CGI,CVE-2002-0216,,5,'-,3977,06/11/2009 at 21:35:25 (GMT-0300),02/01/2002 at 22:22:24 (GMT-0300)
10478,Xoops Private Message Box Cross-Site Scripting Vulnerability,Remote Discovery,CGI,CVE-2002-0217,,7.5,'-,"3981,3978",06/15/2009 at 04:46:05 (GMT-0300),02/01/2002 at 22:46:56 (GMT-0300)
10479,Xoops Private Message System Cross-Site Scripting Vulnerability,Remote Discovery,CGI,CVE-2002-0217,,7.5,'-,"3978,3981",06/10/2009 at 05:56:22 (GMT-0300),02/01/2002 at 22:53:35 (GMT-0300)
10480,Horde IMP Path Disclosure Vulnerability,Remote Discovery,"CGI,",,,5,'-,,02/07/2002 at 22:18:28 (GMT-0300),
10481,UBBThreads/WWWThreads Arbitrary File Upload Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2002-0223,,7.5,'-,3993,05/28/2009 at 19:46:05 (GMT-0300),02/08/2002 at 20:53:03 (GMT-0300)
10482,Microsoft IIS Frontpage Extensions Path Disclosure Information Vulnerability,Remote Discovery,CGI,CVE-2002-1717,,5,'-,4078,05/07/2008 at 15:24:43 (GMT-0300),02/13/2002 at 19:26:18 (GMT-0300)
10483,Microsoft Site Server 3.0 Default Account Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2002-1769,,7.5,'-,3998,05/29/2009 at 15:23:18 (GMT-0300),02/25/2002 at 22:05:44 (GMT-0300)
10484,Microsoft Site Server 3.0 Content Upload Denial of Service Vulnerability,Remote Discovery,CGI,CVE-2002-2081,,5,'-,4002,06/01/2009 at 04:40:09 (GMT-0300),02/25/2002 at 22:16:00 (GMT-0300)
10485,Microsoft Site Server 3.0 Weak LDAP_Anonymous Password Generation Vulnerability,Remote Discovery,"CGI,",,,5,'-,4007,05/11/2009 at 15:38:12 (GMT-0300),02/25/2002 at 22:22:36 (GMT-0300)
10486,Microsoft Site Server 3.0 Arbitrary ASP Code Execution Vulnerability,Remote Discovery,"Web server,",,,6.4,'-,4004,01/01/1999 at 05:00:00 (GMT-0300),03/05/2002 at 15:31:30 (GMT-0300)
10487,Microsoft Site Server 3.0 Cross-Site Scripting Vulnerability,"Remote Discovery, Exploit Available",Web server,CVE-2002-2073,,4.3,'-,3999,01/01/1999 at 05:00:00 (GMT-0300),
10488,Microsoft Site Server 3.0 Information Disclosure and Data Modification Vulnerability,Remote Discovery,"Web server,",,,6.4,'-,4005,01/01/1999 at 05:00:00 (GMT-0300),03/05/2002 at 15:30:50 (GMT-0300)
10489,Microsoft Site Server Unauthorized SQL Command Injection Vulnerability,Remote Discovery,"Web server,",,,7.5,'-,4009,01/01/1999 at 05:00:00 (GMT-0300),03/05/2002 at 15:31:00 (GMT-0300)
10490,Microsoft Site Server LDAP Plain Text Password Storage Vulnerability,Remote Discovery,"Web server,",,,5,'-,4000,01/01/1999 at 05:00:00 (GMT-0300),03/05/2002 at 15:31:40 (GMT-0300)
10491,Apache 2 for Windows/PHP Install Path Disclosure Vulnerability,Remote Discovery,CGI,CVE-2002-0249,,5,'-,4056,05/05/2009 at 21:06:16 (GMT-0300),02/21/2002 at 15:02:24 (GMT-0300)
10492,Apache 2 OPTIONS Request Path Disclosure Vulnerability,Remote Discovery,CGI,CVE-2002-0240,,5,'-,4057,03/27/2003 at 22:42:20 (GMT-0300),02/21/2002 at 15:26:38 (GMT-0300)
10493,Apache Win32 PHP.EXE Remote File Disclosure Vulnerability,"Remote Discovery, Exploit Available",Web server,CVE-2002-2029,,7.5,'-,3786,01/01/1999 at 05:00:00 (GMT-0300),01/29/2002 at 02:10:58 (GMT-0300)
10494,PaintBBS Insecure Default Permissions Vulnerability,Remote Discovery,CGI,CVE-2002-0202,,3.6,'-,3948,05/27/2009 at 04:03:35 (GMT-0300),02/14/2002 at 19:56:47 (GMT-0300)
10495,Bavo Message Editing Insecure CGI Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2002-1719,,5,'-,4079,06/03/2009 at 06:09:27 (GMT-0300),03/14/2002 at 18:59:12 (GMT-0300)
10496,DCP-Portal System Information Path Disclosure Vulnerability,Remote Discovery,CGI,CVE-2002-0282,,5,'-,4113,02/18/2004 at 21:40:25 (GMT-0300),03/05/2002 at 15:32:20 (GMT-0300)
10497,DCP-Portal User Details Cross Site Scripting Vulnerability,"Remote Discovery, Patch Available",CGI,CVE-2002-0281,,5.1,'-,4112,09/23/2010 at 20:24:18 (GMT-0300),03/05/2002 at 15:32:40 (GMT-0300)
10498,Tarantella Enterprise 3 Directory Disclosure Vulnerability,"Remote Discovery, Patch Available","CGI,",,,5,'-,3953,05/11/2009 at 15:58:20 (GMT-0300),02/25/2002 at 18:58:53 (GMT-0300)
10499,PHPWebThings Utility Script Direct Access Vulnerability,"Remote Discovery, Patch Available","CGI,",,,6.4,'-,4013,05/13/2009 at 05:38:38 (GMT-0300),03/05/2002 at 15:32:00 (GMT-0300)
10500,Snitz Forums 2000 Image Tag Cross-Site Scripting Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2002-0329,,7.5,'-,4192,09/22/2010 at 21:10:03 (GMT-0300),03/05/2002 at 15:33:00 (GMT-0300)
10502,Elasticsearch Directory Traversal Vulnerability,"Remote Discovery, Patch Available, Exploit Available",CGI,CVE-2015-3337,Elasticsearch Announced Vulnerabilities,4.3,'-,74353,05/28/2015 at 19:40:20 (GMT-0300),05/28/2015 at 19:40:20 (GMT-0300)
