Plugin ID 1,Plugin Name 1,CVEs 1,Plugin ID 2,Plugin Name 2,CVEs 2,Similarity
nessus-14243,Medal of Honor Multiple Remote Overflows,CVE-2004-0735,qualys-86644,Oracle Application Server Web Cache Heap Overflow Vulnerability,CVE-2004-0385,0.7566666666666667
nessus-14244,Opera < 7.50 onUnload Address Bar Spoofing,CVE-2004-2260,qualys-34016,ISS BlackICE PC Protection Multiple Vulnerabilties,CVE-2004-2126,0.7166666666666667
nessus-14245,Opera < 7.51 favicon.ico Address Bar Spoofing,CVE-2004-0537,qualys-10587,StepWeb Search Engine Admin Webpage Access Vulnerability,CVE-2002-0537,0.7400000000000001
nessus-14246,Opera < 7.23 File Download Encoded Traversal Arbitrary File Deletion,,qualys-119364,Novell File Reporter SRS Tag Arbitrary File Deletion Vulnerability,CVE-2011-2750,0.62
nessus-14247,Opera < 7.50 File Download Extension Spoofing,CVE-2004-2083,qualys-11606,phpCMS parser.php Information Disclosure Vulnerability,CVE-2004-1203,0.73
nessus-14248,Opera < 7.50 JavaScript Engine Array Handling DoS,CVE-2004-1810,qualys-38409,Nullsoft Winamp Variant IN_CDDA.dll Remote Buffer Overflow Vulnerability,CVE-2004-1150,0.7200000000000001
nessus-14249,Opera < 7.20 news URL Handling DoS,,qualys-370474,Apache Struts Spring Secured Actions Denial of Service Vulnerability (S2-049),CVE-2017-9787,0.5066666666666667
nessus-14250,Opera < 7.23 Zip File Processing Crafted File Handling Overflow,,qualys-119405,LibreOffice LWP File Processing Buffer Overflow Vulnerabilities,,0.58
nessus-14251,Apple Mac OS X USB Keyboard Ctrl Key Root Access (Apple SA 2003-12-19),CVE-2003-1011,qualys-43053,Cisco Aironet AP1x00 Malformed HTTP GET Denial of Service Vulnerability,CVE-2003-0511,0.7333333333333334
nessus-14252,Fedora Core 1 : kernel-2.4.22-1.2199.nptl,CVE-2004-0415,qualys-38271,Avirt Voice HTTP GET Remote Buffer Overrun Vulnerability,CVE-2004-0315,0.7200000000000001
nessus-14253,Multiple IRC Client Non-registered User parse_client_queued Saturation DoS,CVE-2004-0605,qualys-38246,Multiple Vendor H.323 Protocol Implementation Vulnerabilities,CVE-2004-0405,0.7600000000000001
nessus-14253,Multiple IRC Client Non-registered User parse_client_queued Saturation DoS,,qualys-38269,CVS Server Piped Checkout Access Validation Vulnerability,,0.7600000000000001
nessus-14254,MS04-026: Vulnerability in Exchange Server 5.5 Outlook Web Access XSS (842436),CVE-2004-0203,qualys-38326,Symantec Norton AntiVirus MS-DOS Name Scan Evasion Vulnerability,CVE-2004-0280,0.7666666666666667
nessus-14254,MS04-026: Vulnerability in Exchange Server 5.5 Outlook Web Access XSS (842436),,qualys-86635,Caucho Technology Resin Source Code Disclosure Vulnerability,,0.7666666666666667
nessus-14255,Microsoft Outlook Web Access (OWA) Version Detection,,qualys-90444,Microsoft Outlook Web Access for Exchange Server Elevation of Privilege (MS08-039),CVE-2013-3870,0.62
nessus-14255,Microsoft Outlook Web Access (OWA) Version Detection,,qualys-110076,Microsoft Outlook Remote Code Execution Vulnerability (MS08-015),,0.62
nessus-14255,Microsoft Outlook Web Access (OWA) Version Detection,,qualys-110131,Microsoft Outlook Remote Code Execution Vulnerability (MS10-064),,0.62
nessus-14255,Microsoft Outlook Web Access (OWA) Version Detection,,qualys-110220,Microsoft Outlook Remote Code Execution Vulnerability (MS13-068),,0.62
nessus-14257,Moodle 'post.php' 'reply' Parameter XSS,CVE-2004-1711,qualys-38351,Cisco IOS DHCP Input Queue Blocking Denial of Service Vulnerability,CVE-2004-1111,0.7233333333333333
nessus-14258,phpMyFAQ index.php action Parameter Local File Inclusion,CVE-2004-2255,qualys-38264,SurgeLDAP User.CGI Directory Traversal Vulnerability,CVE-2004-2254,0.73
nessus-14258,phpMyFAQ index.php action Parameter Local File Inclusion,,qualys-86659,SurgeLDAP Web Administration Authentication Bypass Vulnerability,,0.73
nessus-14260,Nikto (NASL wrapper),,qualys-1026,TCP Wrapper Backdoor Vulnerability,CVE-1999-0149,0.5
nessus-14260,Nikto (NASL wrapper),,qualys-10011,CGI wrap Vulnerability,,0.5
nessus-14261,Opera < 7.54 location Object Crafted URL Arbitrary Local File Access,CVE-2004-2570,qualys-43057,Linksys Web Camera File Disclosure Vulnerability,CVE-2004-2507,0.7433333333333333
nessus-14264,SUSE-SA:2004:025: gaim,CVE-2004-0500,qualys-118834,Red Hat Update for gzip (RHSA-2010:0061),CVE-2010-0001,0.7233333333333333
nessus-14265,FreeBSD : popfile file disclosure (152),,qualys-7002,HTTP File Disclosure,,0.62
nessus-14266,FreeBSD : acroread uudecoder input validation error,CVE-2004-0630,qualys-38323,Symantec Norton AntiVirus Large Directory Denial of Service Vulnerability,CVE-2004-0683,0.75
nessus-14267,FreeBSD : gaim remotely exploitable vulnerabilities in MSN component (53),CVE-2004-0500,qualys-34017,Check Point SecuRemote ISAKMP Large Certificate Request Payload Buffer Overflow Vulnerability,CVE-2004-0040,0.7733333333333334
nessus-14268,FreeBSD : Mutiple browser frame injection vulnerability (83) (deprecated),"CVE-2004-0721, CVE-2004-0718, CVE-2004-0717",qualys-87197,"Oracle WebLogic Server Multiple Vulnerabilities (BEA04-56.00,BEA04-57.00,BEA04-58.00)","CVE-2004-0713, CVE-2004-0711, CVE-2004-0712",0.7166666666666667
nessus-14269,YaPiG < 0.92.2 Multiple Scripts Arbitrary Command Execution,,qualys-74083,Sendfile Local Arbitrary Command Execution Vulnerability,CVE-2001-0623,0.65
nessus-14270,ISS BlackICE/PC Protection Unprivileged User Local DoS,"CVE-2004-1714, CVE-2004-2126",qualys-34016,ISS BlackICE PC Protection Multiple Vulnerabilties,CVE-2004-2126,0.9033333333333333
nessus-14271,FreeBSD : Arbitrary code execution via a format string vulnerability in jftpgw (82),CVE-2004-0448,qualys-121527,Solaris Multiple Vulnerabilities in Perl 5.8,"CVE-2004-0452, CVE-2005-0156, CVE-2005-0448, CVE-2005-4278, CVE-2010-1158, CVE-2011-2939",0.8133333333333334
nessus-14272,Netstat Portscanner (SSH),,qualys-38448,pcAnywhere Detected,,0.48
nessus-14273,SSH settings,,qualys-150003,SQL Injection,,0.48
nessus-14274,Nessus SNMP Scanner,,qualys-50010,IMAP Banner,,0.53
nessus-14276,SUSE-SA:2004:026: rsync,,qualys-116384,SUSE Update for Kernel (SUSE-SA:2009:021),"CVE-2009-0676,  CVE-2009-0835,  CVE-2009-1072",0.56
nessus-14278,RealPlayer Multiple Remote Overflows,CVE-2004-0550,qualys-38422,RealPlayer RAM File Processing Buffer Overflow Vulnerability,CVE-2005-0755,0.7599999999999999
nessus-14562,GLSA-200408-06 : SpamAssassin: Denial of Service vulnerability,CVE-2004-0796,qualys-27235,OFTPD Port Argument Denial of Service Vulnerability,CVE-2004-0376,0.8133333333333334
nessus-14563,GLSA-200408-07 : Horde-IMP: Input validation vulnerability for Internet Explorer users,CVE-2004-1443,qualys-27243,Ipswitch WS_FTP Server CD Command Malformed File Path Remote Denial of Service Vulnerability,CVE-2004-1643,0.77
nessus-14564,GLSA-200408-08 : Cfengine: RSA Authentication Heap Corruption,"CVE-2004-1701, CVE-2004-1702",qualys-10227,Allaire JRun 2.3 File Disclosure Vulnerability,CVE-2004-1602,0.68
nessus-14564,GLSA-200408-08 : Cfengine: RSA Authentication Heap Corruption,,qualys-27255,ProFTPD Authentication Delay Username Enumeration Vulnerability,,0.68
nessus-14565,GLSA-200408-09 : Roundup: Filesystem access vulnerability,CVE-2004-1444,qualys-10807,Aestiva HTML/OS Cross-Site Scripting Vulnerability,CVE-2002-1494,0.7399999999999999
nessus-14566,GLSA-200408-10 : gv: Exploitable Buffer Overflow,CVE-2002-0838,qualys-74105,Qualcomm QPopper Bulletin Name Buffer Overflow Vulnerability,CVE-2002-0889,0.7466666666666667
nessus-14567,GLSA-200408-11 : Nessus: 'adduser' race condition vulnerability,CVE-2004-1445,qualys-115886,Gentoo Tomcat Privilege Escalation Vulnerability,CVE-2004-1452,0.7766666666666667
nessus-14568,GLSA-200408-12 : Gaim: MSN protocol parsing function buffer overflow,CVE-2004-0500,qualys-34017,Check Point SecuRemote ISAKMP Large Certificate Request Payload Buffer Overflow Vulnerability,CVE-2004-0040,0.7666666666666667
nessus-14569,"GLSA-200408-13 : kdebase, kdelibs: Multiple security issues",,qualys-350989,Amazon Linux Security Advisory for 389-ds-base: ALAS-2017-824,CVE-2017-2668,0.52
nessus-14570,GLSA-200408-14 : acroread: UUDecode filename buffer overflow,"CVE-2004-0630, CVE-2004-0631",qualys-38289,ISC DHCPD Hostname Options Logging Buffer Overflow Vulnerability,"CVE-2004-0460, CVE-2004-0461",0.7366666666666667
nessus-14571,GLSA-200408-15 : Tomcat: Insecure installation,CVE-2004-1452,qualys-115886,Gentoo Tomcat Privilege Escalation Vulnerability,CVE-2004-1452,0.7833333333333333
nessus-14572,GLSA-200408-16 : glibc: Information leak with LD_DEBUG,CVE-2004-1453,qualys-86455,MyWebServer Long HTTP Request HTML Injection Vulnerability,CVE-2002-1453,0.7366666666666667
nessus-14573,GLSA-200408-17 : rsync: Potential information leakage,CVE-2004-0792,qualys-38326,Symantec Norton AntiVirus MS-DOS Name Scan Evasion Vulnerability,CVE-2004-0696,0.73
nessus-14573,GLSA-200408-17 : rsync: Potential information leakage,,qualys-86666,4D WebSTAR Multiple Remote Information Disclosure Vulnerabilities,,0.73
nessus-14574,GLSA-200408-18 : xine-lib: VCD MRL buffer overflow,CVE-2004-1475,qualys-86377,Microsoft IIS 4.0 ISAPI Buffer Overflow Vulnerability,CVE-2000-1147,0.7599999999999999
nessus-14575,GLSA-200408-19 : courier-imap: Remote Format String Vulnerability,CVE-2004-0777,qualys-27221,BolinTech Dream FTP Server User Name Format String Vulnerability,CVE-2004-0277,0.8133333333333334
nessus-14576,GLSA-200408-20 : Qt: Image loader overflows,"CVE-2004-0691, CVE-2004-0692, CVE-2004-0693",qualys-86667,4D WebSTAR HTTP Server Version 5.3.2 Or Earlier,"CVE-2004-0695, CVE-2004-0696, CVE-2004-0697, CVE-2004-0698",0.6666666666666666
nessus-14577,GLSA-200408-21 : Cacti: SQL injection vulnerability,CVE-2004-1737,qualys-86651,Apache Cygwin Directory Traversal Vulnerability,CVE-2004-0173,0.8033333333333333
nessus-14578,"GLSA-200408-22 : Mozilla, Firefox, Thunderbird, Galeon, Epiphany: New releases fix vulnerabilities","CVE-2004-0597, CVE-2004-0598, CVE-2004-0599, CVE-2004-0758, CVE-2004-0763",qualys-27229,Xlight FTP Server Long Directory Request Remote Denial of Service Vulnerability,CVE-2004-0287,0.6766666666666667
nessus-14579,GLSA-200408-23 : kdelibs: Cross-domain cookie injection vulnerability,,qualys-10699,OpenBB BBCode Cross Agent HTML Injection Vulnerability,CVE-2002-1829,0.67
nessus-14580,GLSA-200408-24 : Linux Kernel: Multiple information leaks,"CVE-2004-0415, CVE-2004-0685, CVE-2004-1058",qualys-86666,4D WebSTAR Multiple Remote Information Disclosure Vulnerabilities,CVE-2004-0696,0.6699999999999999
nessus-14581,GLSA-200408-25 : MoinMoin: Group ACL bypass,"CVE-2004-1462, CVE-2004-1463",qualys-27243,Ipswitch WS_FTP Server CD Command Malformed File Path Remote Denial of Service Vulnerability,CVE-2004-1643,0.65
nessus-14582,GLSA-200408-26 : zlib: Denial of service vulnerability,CVE-2004-0797,qualys-15081,ISC BIND Denial of Service Vulnerability,CVE-2006-0987,0.8166666666666668
nessus-14583,GLSA-200408-27 : Gaim: New vulnerabilities,"CVE-2004-0500, CVE-2004-0754, CVE-2004-0784, CVE-2004-0785",qualys-27228,ArGoSoft FTP Server Multiple Vulnerabilities,CVE-2004-2673,0.6833333333333332
nessus-14584,WS_FTP Server Path Parsing Remote DoS,CVE-2004-1643,qualys-27243,Ipswitch WS_FTP Server CD Command Malformed File Path Remote Denial of Service Vulnerability,CVE-2004-1643,0.8333333333333334
nessus-14585,WS_FTP Server STAT Command Remote Overflow,,qualys-27244,Titan FTP Server CWD Command Remote Heap Overflow Vulnerability,CVE-2004-1641,0.67
nessus-14586,WS_FTP Server CWD Command Remote DoS,CVE-1999-0362,qualys-27096,WS_FTP Server Denial of Service Vulnerability,CVE-1999-0362,0.8300000000000001
nessus-14588,FreeBSD : ImageMagick -- BMP decoder buffer overflow,CVE-2004-0827,qualys-27086,CaesarFTPD FTP Command Buffer Overflow Vulnerability,CVE-2004-0826,0.7366666666666667
nessus-14588,FreeBSD : ImageMagick -- BMP decoder buffer overflow,,qualys-38319,Symantec Norton AntiVirus 2004 ActiveX Control Remote Code Execution Vulnerability,,0.7366666666666667
nessus-14588,FreeBSD : ImageMagick -- BMP decoder buffer overflow,,qualys-38330,Mozilla Network Security Services Library Remote Heap Overflow Vulnerability,,0.7366666666666667
nessus-14589,FreeBSD : imlib -- BMP decoder heap buffer overflow (75),CVE-2004-0817,qualys-86651,Apache Cygwin Directory Traversal Vulnerability,CVE-2004-0173,0.7466666666666667
nessus-14590,FreeBSD : imlib2 -- BMP decoder buffer overflow (74),CVE-2004-0802,qualys-38512,Sun Solaris UUSTAT Local Buffer Overflow Vulnerability,CVE-2004-0780,0.7466666666666667
nessus-14591,Titan FTP Server Multiple Command Remote Overflow,CVE-2004-1641,qualys-27244,Titan FTP Server CWD Command Remote Heap Overflow Vulnerability,CVE-2004-1641,0.9166666666666666
nessus-14592,Fedora Core 1 : krb5-1.3.4-5 (2004-276),"CVE-2004-0642, CVE-2004-0643",qualys-38387,Sun Solaris KDC Daemon and Kerberos V5 Libraries Multiple Security Vulnerabilities,"CVE-2004-0642, CVE-2004-0643, CVE-2004-0644",0.7466666666666667
nessus-14593,Fedora Core 2 : krb5-1.3.4-6 (2004-277),"CVE-2004-0642, CVE-2004-0643",qualys-38387,Sun Solaris KDC Daemon and Kerberos V5 Libraries Multiple Security Vulnerabilities,"CVE-2004-0642, CVE-2004-0643, CVE-2004-0644",0.7466666666666667
nessus-14594,FreeBSD : krb5 -- ASN.1 decoder denial-of-service vulnerability (86),CVE-2004-0644,qualys-38387,Sun Solaris KDC Daemon and Kerberos V5 Libraries Multiple Security Vulnerabilities,"CVE-2004-0642, CVE-2004-0643, CVE-2004-0644",0.8300000000000001
nessus-14595,RHEL 3 : krb5 (RHSA-2004:350),"CVE-2004-0642, CVE-2004-0643, CVE-2004-0644, CVE-2004-0772",qualys-38387,Sun Solaris KDC Daemon and Kerberos V5 Libraries Multiple Security Vulnerabilities,"CVE-2004-0642, CVE-2004-0643, CVE-2004-0644",0.7533333333333333
nessus-14596,RHEL 2.1 : krb5 (RHSA-2004:448),"CVE-2004-0642, CVE-2004-0643, CVE-2004-0644",qualys-38387,Sun Solaris KDC Daemon and Kerberos V5 Libraries Multiple Security Vulnerabilities,"CVE-2004-0642, CVE-2004-0643, CVE-2004-0644",0.7533333333333333
nessus-14597,WS_FTP Pro Client Weak Password Encrypted,CVE-1999-1078,qualys-10128,Deerfield Website Pro win-c-sample.exe Buffer Overflow  Vulnerability,CVE-1999-0278,0.7366666666666667
nessus-14597,WS_FTP Pro Client Weak Password Encrypted,,qualys-86043,Microsoft NT IIS ASP Alternate Data Streams Vulnerability,,0.7366666666666667
nessus-14598,"WS_FTP Server Multiple Vulnerabilities (OF, DoS, Cmd Exec)","CVE-2004-1848, CVE-2004-1883, CVE-2004-1884, CVE-2004-1885",qualys-27236,Ipswitch WS_FTP Multiple Vulnerabilities,"CVE-2004-1848, CVE-2004-1883, CVE-2004-1884, CVE-2004-1885",0.9066666666666666
nessus-14599,WS_FTP Server Multiple Vulnerabilities,CVE-1999-0017,qualys-27057,WU-FTPd PASV Vulnerability,CVE-1999-0079,0.82
nessus-14600,SUSE-SA:2004:028: kernel,,qualys-116384,SUSE Update for Kernel (SUSE-SA:2009:021),"CVE-2009-0676,  CVE-2009-0835,  CVE-2009-1072",0.68
nessus-20206,RHEL 3 / 4 : php (RHSA-2005:831),"CVE-2005-3353, CVE-2005-3388, CVE-2005-3389, CVE-2005-3390",qualys-116352,Red Hat cvs Security Update (RHSA-2005:756-3),CVE-2005-2693,0.736
nessus-20207,RHEL 2.1 : php (RHSA-2005:838),"CVE-2004-1019, CVE-2005-3388, CVE-2005-3389, CVE-2005-3390",qualys-116352,Red Hat cvs Security Update (RHSA-2005:756-3),CVE-2005-2693,0.724
nessus-20208,RHEL 2.1 / 3 / 4 : lynx (RHSA-2005:839),CVE-2005-2929,qualys-116352,Red Hat cvs Security Update (RHSA-2005:756-3),CVE-2005-2693,0.76
nessus-20209,"SUSE-SA:2005:064: pwdutils, shadow",,qualys-116194,Red Hat Update for sudo (RHSA-2009:0267-5),"CVE-2008-1948, CVE-2008-1949, CVE-2008-1950",0.53
nessus-20209,"SUSE-SA:2005:064: pwdutils, shadow",,qualys-119098,Red Hat Update for GnuTLS (RHSA-2008:0489),,0.53
nessus-20210,Moodle < 1.5.3 Multiple SQL Injection Vulnerabilities,CVE-2005-3648,qualys-119528,Skype Multiple Fields Multiple HTML Injection Vulnerabilities,,0.75
nessus-20211,"Exponent CMS < 0.96.4 Multiple Remote Vulnerabilities (XSS, SQLi, Code Exe, Disc)","CVE-2005-3762, CVE-2005-3763, CVE-2005-3764, CVE-2005-3765, CVE-2005-3766, CVE-2005-3767",qualys-43087,Belkin 54G Wireless Router Multiple Vulnerabilities,CVE-2005-0833,0.71
nessus-20212,XCP DRM Software Detection,,qualys-1266,Dexter PoS Malware Detected,,0.6
nessus-20212,XCP DRM Software Detection,,qualys-11616,EOL/Obsolete Software: Drupal 5.x Detected,,0.6
nessus-20213,XOOPS xoopsConfig[language] Parameter Local File Inclusion (XOOPS_WFd205_xpl),CVE-2005-3680,qualys-43115,Multiple D-Link Routers UPNP Buffer Overflow Vulnerability,CVE-2006-3687,0.6866666666666666
nessus-20214,CodeGrrl Applications Remote File Inclusion Vulnerabilities,CVE-2005-3571,qualys-86724,Apache Tomcat Simultaneous Directory Listing Denial of Service Vulnerability,CVE-2005-3510,0.7866666666666667
nessus-20215,phpSysInfo < 2.4.1 Multiple Vulnerabilities,"CVE-2003-0536, CVE-2005-0870, CVE-2005-3347, CVE-2005-3348",qualys-12339,QSF Portal Multiple Vulnerabilities,,0.74
nessus-20216,phpwcms 1.2.5 Multiple Vulnerabilities,CVE-2005-3789,qualys-86696,Icecast XSL Parser Multiple Vulnerabilities,CVE-2005-0837,0.7966666666666665
nessus-20217,Apple iTunes Music Sharing Enabled,,qualys-116453,Apple Safari 4.0 Not Installed,"CVE-2009-1704, CVE-2009-1716, CVE-2008-2321, CVE-2009-1705, CVE-2009-0946, CVE-2009-0145, CVE-2009-1179, CVE-2009-0040, CVE-2009-0153, CVE-2008-3281, CVE-2008-3529, CVE-2008-4409, CVE-2008-4225, CVE-2008-4226, CVE-2009-1682, CVE-2009-1706, CVE-2009-1707, CVE-2009-1708, CVE-2006-2783, CVE-2008-1588, CVE-2008-2320, CVE-2008-3632, CVE-2008-4231, CVE-2009-1681, CVE-2009-1684, CVE-2009-1685, CVE-2009-1686, CVE-2009-1687, CVE-2009-1688, CVE-2009-1689, CVE-2009-1690, CVE-2009-1691, CVE-2009-1693, CVE-2009-1694, CVE-2009-1695, CVE-2009-1696, CVE-2009-1697, CVE-2009-1698, CVE-2009-1699, CVE-2009-1700, CVE-2009-1701, CVE-2009-1702, CVE-2009-1703, CVE-2009-1709, CVE-2009-1710, CVE-2009-1711, CVE-2009-1712, CVE-2009-1713, CVE-2009-1714, CVE-2009-1715, CVE-2009-1718",0.56
nessus-20218,Apple iTunes For Windows iTunesHelper.exe Path Subversion Local Privilege Escalation,CVE-2005-2938,qualys-38463,OpenVPN Packet Decryption Failure Denial of Service Vulnerability,CVE-2005-0986,0.7066666666666667
nessus-20218,Apple iTunes For Windows iTunesHelper.exe Path Subversion Local Privilege Escalation,,qualys-43092,Linksys WRT54GS Wireless Authentication Bypass Vulnerability,,0.7066666666666667
nessus-20218,Apple iTunes For Windows iTunesHelper.exe Path Subversion Local Privilege Escalation,,qualys-86698,IBM Lotus Domino Server Web Service Remote Denial of Service,,0.7066666666666667
nessus-20219,Apple iTunes For Windows iTunesHelper.exe Path Subversion Local Privilege Escalation,CVE-2005-2938,qualys-38463,OpenVPN Packet Decryption Failure Denial of Service Vulnerability,CVE-2005-0986,0.7066666666666667
